Please enter the number of print jobs to run: 1000

 {||}                Original Order            {||} 
 {||} =================== {||} =============== {||} 
 {||}             716     {||}              35     {||}           8     {||}          Down 681     {||} 
 {||}             717     {||}              40     {||}           8     {||}          Down 677     {||} 
 {||}             718     {||}              48     {||}           8     {||}          Down 670     {||} 
 {||}             719     {||}              49     {||}           8     {||}          Down 670     {||} 
 {||}             720     {||}              51     {||}           8     {||}          Down 669     {||} 
 {||}             721     {||}              56     {||}           8     {||}          Down 665     {||} 
 {||}             722     {||}              58     {||}           8     {||}          Down 664     {||} 
 {||}             723     {||}              62     {||}           8     {||}          Down 661     {||} 
 {||}             724     {||}              76     {||}           8     {||}          Down 648     {||} 
 {||}             725     {||}              81     {||}           8     {||}          Down 644     {||} 
 {||}             726     {||}              97     {||}           8     {||}          Down 629     {||} 
 {||}             727     {||}             100     {||}           8     {||}          Down 627     {||} 
 {||}             728     {||}             112     {||}           8     {||}          Down 616     {||} 
 {||}             729     {||}             118     {||}           8     {||}          Down 611     {||} 
 {||}             730     {||}             123     {||}           8     {||}          Down 607     {||} 
 {||}             731     {||}             129     {||}           8     {||}          Down 602     {||} 
 {||}             732     {||}             138     {||}           8     {||}          Down 594     {||} 
 {||}             733     {||}             143     {||}           8     {||}          Down 590     {||} 
 {||}             734     {||}             147     {||}           8     {||}          Down 587     {||} 
 {||}             735     {||}             148     {||}           8     {||}          Down 587     {||} 
 {||}             736     {||}             153     {||}           8     {||}          Down 583     {||} 
 {||}             737     {||}             172     {||}           8     {||}          Down 565     {||} 
 {||}             738     {||}             174     {||}           8     {||}          Down 564     {||} 
 {||}             739     {||}             177     {||}           8     {||}          Down 562     {||} 
 {||}             740     {||}             188     {||}           8     {||}          Down 552     {||} 
 {||}             741     {||}             198     {||}           8     {||}          Down 543     {||} 
 {||}             742     {||}             202     {||}           8     {||}          Down 540     {||} 
 {||}             743     {||}             203     {||}           8     {||}          Down 540     {||} 
 {||}             744     {||}             215     {||}           8     {||}          Down 529     {||} 
 {||}             745     {||}             216     {||}           8     {||}          Down 529     {||} 
 {||}             746     {||}             217     {||}           8     {||}          Down 529     {||} 
 {||}             747     {||}             222     {||}           8     {||}          Down 525     {||} 
 {||}             748     {||}             247     {||}           8     {||}          Down 501     {||} 
 {||}             749     {||}             263     {||}           8     {||}          Down 486     {||} 
 {||}             750     {||}             283     {||}           8     {||}          Down 467     {||} 
 {||}             751     {||}             295     {||}           8     {||}          Down 456     {||} 
 {||}             752     {||}             299     {||}           8     {||}          Down 453     {||} 
 {||}             753     {||}             307     {||}           8     {||}          Down 446     {||} 
 {||}             754     {||}             315     {||}           8     {||}          Down 439     {||} 
 {||}             755     {||}             320     {||}           8     {||}          Down 435     {||} 
 {||}             756     {||}             338     {||}           8     {||}          Down 418     {||} 
 {||}             757     {||}             358     {||}           8     {||}          Down 399     {||} 
 {||}             758     {||}             364     {||}           8     {||}          Down 394     {||} 
 {||}             759     {||}             366     {||}           8     {||}          Down 393     {||} 
 {||}             760     {||}             390     {||}           8     {||}          Down 370     {||} 
 {||}             761     {||}             448     {||}           8     {||}          Down 313     {||} 
 {||}             762     {||}             454     {||}           8     {||}          Down 308     {||} 
 {||}             763     {||}             455     {||}           8     {||}          Down 308     {||} 
 {||}             764     {||}             459     {||}           8     {||}          Down 305     {||} 
 {||}             765     {||}             461     {||}           8     {||}          Down 304     {||} 
 {||}             766     {||}             467     {||}           8     {||}          Down 299     {||} 
 {||}             767     {||}             485     {||}           8     {||}          Down 282     {||} 
 {||}             768     {||}             503     {||}           8     {||}          Down 265     {||} 
 {||}             769     {||}             510     {||}           8     {||}          Down 259     {||} 
 {||}             770     {||}             518     {||}           8     {||}          Down 252     {||} 
 {||}             771     {||}             521     {||}           8     {||}          Down 250     {||} 
 {||}             772     {||}             530     {||}           8     {||}          Down 242     {||} 
 {||}             773     {||}             532     {||}           8     {||}          Down 241     {||} 
 {||}             774     {||}             536     {||}           8     {||}          Down 238     {||} 
 {||}             775     {||}             547     {||}           8     {||}          Down 228     {||} 
 {||}             776     {||}             565     {||}           8     {||}          Down 211     {||} 
 {||}             777     {||}             604     {||}           8     {||}          Down 173     {||} 
 {||}             778     {||}             626     {||}           8     {||}          Down 152     {||} 
 {||}             779     {||}             643     {||}           8     {||}          Down 136     {||} 
 {||}             780     {||}             644     {||}           8     {||}          Down 136     {||} 
 {||}             781     {||}             647     {||}           8     {||}          Down 134     {||} 
 {||}             782     {||}             649     {||}           8     {||}          Down 133     {||} 
 {||}             783     {||}             661     {||}           8     {||}          Down 122     {||} 
 {||}             784     {||}             675     {||}           8     {||}          Down 109     {||} 
 {||}             785     {||}             677     {||}           8     {||}          Down 108     {||} 
 {||}             786     {||}             680     {||}           8     {||}          Down 106     {||} 
 {||}             787     {||}             692     {||}           8     {||}          Down 95     {||} 
 {||}             788     {||}             715     {||}           8     {||}          Down 73     {||} 
 {||}             789     {||}             742     {||}           8     {||}          Down 47     {||} 
 {||}             790     {||}             755     {||}           8     {||}          Down 35     {||} 
 {||}             791     {||}             773     {||}           8     {||}          Down 18     {||} 
 {||}             792     {||}             779     {||}           8     {||}          Down 13     {||} 
 {||}             793     {||}             781     {||}           8     {||}          Down 12     {||} 
 {||}             794     {||}             783     {||}           8     {||}          Down 11     {||} 
 {||}             795     {||}             787     {||}           8     {||}          Down 8     {||} 
 {||}             796     {||}             790     {||}           8     {||}          Down 6     {||} 
 {||}             797     {||}             808     {||}           8     {||}            Up 11     {||} 
 {||}             798     {||}             814     {||}           8     {||}            Up 16     {||} 
 {||}             799     {||}             831     {||}           8     {||}            Up 32     {||} 
 {||}             800     {||}             844     {||}           8     {||}            Up 44     {||} 
 {||}             801     {||}             866     {||}           8     {||}            Up 65     {||} 
 {||}             802     {||}             867     {||}           8     {||}            Up 65     {||} 
 {||}             803     {||}             879     {||}           8     {||}            Up 76     {||} 
 {||}             804     {||}             881     {||}           8     {||}            Up 77     {||} 
 {||}             805     {||}             883     {||}           8     {||}            Up 78     {||} 
 {||}             806     {||}             891     {||}           8     {||}            Up 85     {||} 
 {||}             807     {||}             895     {||}           8     {||}            Up 88     {||} 
 {||}             808     {||}             918     {||}           8     {||}            Up 110     {||} 
 {||}             809     {||}             932     {||}           8     {||}            Up 123     {||} 
 {||}             810     {||}             943     {||}           8     {||}            Up 133     {||} 
 {||}             811     {||}             960     {||}           8     {||}            Up 149     {||} 
 {||}             812     {||}             975     {||}           8     {||}            Up 163     {||} 
 {||}             813     {||}             982     {||}           8     {||}            Up 169     {||} 
 {||}             814     {||}            1000     {||}           8     {||}            Up 186     {||} 
 {||}             815     {||}              19     {||}           9     {||}          Down 796     {||} 
 {||}             816     {||}              21     {||}           9     {||}          Down 795     {||} 
 {||}             817     {||}              22     {||}           9     {||}          Down 795     {||} 
 {||}             818     {||}              55     {||}           9     {||}          Down 763     {||} 
 {||}             819     {||}              57     {||}           9     {||}          Down 762     {||} 
 {||}             820     {||}              59     {||}           9     {||}          Down 761     {||} 
 {||}             821     {||}              64     {||}           9     {||}          Down 757     {||} 
 {||}             822     {||}              77     {||}           9     {||}          Down 745     {||} 
 {||}             823     {||}             107     {||}           9     {||}          Down 716     {||} 
 {||}             824     {||}             109     {||}           9     {||}          Down 715     {||} 
 {||}             825     {||}             122     {||}           9     {||}          Down 703     {||} 
 {||}             826     {||}             131     {||}           9     {||}          Down 695     {||} 
 {||}             827     {||}             145     {||}           9     {||}          Down 682     {||} 
 {||}             828     {||}             149     {||}           9     {||}          Down 679     {||} 
 {||}             829     {||}             155     {||}           9     {||}          Down 674     {||} 
 {||}             830     {||}             157     {||}           9     {||}          Down 673     {||} 
 {||}             831     {||}             164     {||}           9     {||}          Down 667     {||} 
 {||}             832     {||}             169     {||}           9     {||}          Down 663     {||} 
 {||}             833     {||}             175     {||}           9     {||}          Down 658     {||} 
 {||}             834     {||}             181     {||}           9     {||}          Down 653     {||} 
 {||}             835     {||}             182     {||}           9     {||}          Down 653     {||} 
 {||}             836     {||}             184     {||}           9     {||}          Down 652     {||} 
 {||}             837     {||}             194     {||}           9     {||}          Down 643     {||} 
 {||}             838     {||}             204     {||}           9     {||}          Down 634     {||} 
 {||}             839     {||}             225     {||}           9     {||}          Down 614     {||} 
 {||}             840     {||}             237     {||}           9     {||}          Down 603     {||} 
 {||}             841     {||}             252     {||}           9     {||}          Down 589     {||} 
 {||}             842     {||}             264     {||}           9     {||}          Down 578     {||} 
 {||}             843     {||}             288     {||}           9     {||}          Down 555     {||} 
 {||}             844     {||}             300     {||}           9     {||}          Down 544     {||} 
 {||}             845     {||}             310     {||}           9     {||}          Down 535     {||} 
 {||}             846     {||}             312     {||}           9     {||}          Down 534     {||} 
 {||}             847     {||}             316     {||}           9     {||}          Down 531     {||} 
 {||}             848     {||}             324     {||}           9     {||}          Down 524     {||} 
 {||}             849     {||}             329     {||}           9     {||}          Down 520     {||} 
 {||}             850     {||}             330     {||}           9     {||}          Down 520     {||} 
 {||}             851     {||}             341     {||}           9     {||}          Down 510     {||} 
 {||}             852     {||}             352     {||}           9     {||}          Down 500     {||} 
 {||}             853     {||}             353     {||}           9     {||}          Down 500     {||} 
 {||}             854     {||}             380     {||}           9     {||}          Down 474     {||} 
 {||}             855     {||}             391     {||}           9     {||}          Down 464     {||} 
 {||}             856     {||}             394     {||}           9     {||}          Down 462     {||} 
 {||}             857     {||}             413     {||}           9     {||}          Down 444     {||} 
 {||}             858     {||}             422     {||}           9     {||}          Down 436     {||} 
 {||}             859     {||}             434     {||}           9     {||}          Down 425     {||} 
 {||}             860     {||}             441     {||}           9     {||}          Down 419     {||} 
 {||}             861     {||}             474     {||}           9     {||}          Down 387     {||} 
 {||}             862     {||}             513     {||}           9     {||}          Down 349     {||} 
 {||}             863     {||}             517     {||}           9     {||}          Down 346     {||} 
 {||}             864     {||}             555     {||}           9     {||}          Down 309     {||} 
 {||}             865     {||}             562     {||}           9     {||}          Down 303     {||} 
 {||}             866     {||}             579     {||}           9     {||}          Down 287     {||} 
 {||}             867     {||}             596     {||}           9     {||}          Down 271     {||} 
 {||}             868     {||}             606     {||}           9     {||}          Down 262     {||} 
 {||}             869     {||}             608     {||}           9     {||}          Down 261     {||} 
 {||}             870     {||}             617     {||}           9     {||}          Down 253     {||} 
 {||}             871     {||}             618     {||}           9     {||}          Down 253     {||} 
 {||}             872     {||}             630     {||}           9     {||}          Down 242     {||} 
 {||}             873     {||}             631     {||}           9     {||}          Down 242     {||} 
 {||}             874     {||}             639     {||}           9     {||}          Down 235     {||} 
 {||}             875     {||}             658     {||}           9     {||}          Down 217     {||} 
 {||}             876     {||}             673     {||}           9     {||}          Down 203     {||} 
 {||}             877     {||}             682     {||}           9     {||}          Down 195     {||} 
 {||}             878     {||}             690     {||}           9     {||}          Down 188     {||} 
 {||}             879     {||}             699     {||}           9     {||}          Down 180     {||} 
 {||}             880     {||}             704     {||}           9     {||}          Down 176     {||} 
 {||}             881     {||}             705     {||}           9     {||}          Down 176     {||} 
 {||}             882     {||}             736     {||}           9     {||}          Down 146     {||} 
 {||}             883     {||}             737     {||}           9     {||}          Down 146     {||} 
 {||}             884     {||}             741     {||}           9     {||}          Down 143     {||} 
 {||}             885     {||}             760     {||}           9     {||}          Down 125     {||} 
 {||}             886     {||}             767     {||}           9     {||}          Down 119     {||} 
 {||}             887     {||}             769     {||}           9     {||}          Down 118     {||} 
 {||}             888     {||}             770     {||}           9     {||}          Down 118     {||} 
 {||}             889     {||}             772     {||}           9     {||}          Down 117     {||} 
 {||}             890     {||}             777     {||}           9     {||}          Down 113     {||} 
 {||}             891     {||}             798     {||}           9     {||}          Down 93     {||} 
 {||}             892     {||}             816     {||}           9     {||}          Down 76     {||} 
 {||}             893     {||}             835     {||}           9     {||}          Down 58     {||} 
 {||}             894     {||}             839     {||}           9     {||}          Down 55     {||} 
 {||}             895     {||}             841     {||}           9     {||}          Down 54     {||} 
 {||}             896     {||}             846     {||}           9     {||}          Down 50     {||} 
 {||}             897     {||}             853     {||}           9     {||}          Down 44     {||} 
 {||}             898     {||}             856     {||}           9     {||}          Down 42     {||} 
 {||}             899     {||}             863     {||}           9     {||}          Down 36     {||} 
 {||}             900     {||}             887     {||}           9     {||}          Down 13     {||} 
 {||}             901     {||}             900     {||}           9     {||}          Down 1     {||} 
 {||}             902     {||}             968     {||}           9     {||}            Up 66     {||} 
 {||}             903     {||}             978     {||}           9     {||}            Up 75     {||} 
 {||}             904     {||}               9     {||}          10     {||}          Down 895     {||} 
 {||}             905     {||}              10     {||}          10     {||}          Down 895     {||} 
 {||}             906     {||}              17     {||}          10     {||}          Down 889     {||} 
 {||}             907     {||}              28     {||}          10     {||}          Down 879     {||} 
 {||}             908     {||}              36     {||}          10     {||}          Down 872     {||} 
 {||}             909     {||}              66     {||}          10     {||}          Down 843     {||} 
 {||}             910     {||}              88     {||}          10     {||}          Down 822     {||} 
 {||}             911     {||}              94     {||}          10     {||}          Down 817     {||} 
 {||}             912     {||}              98     {||}          10     {||}          Down 814     {||} 
 {||}             913     {||}             105     {||}          10     {||}          Down 808     {||} 
 {||}             914     {||}             111     {||}          10     {||}          Down 803     {||} 
 {||}             915     {||}             121     {||}          10     {||}          Down 794     {||} 
 {||}             916     {||}             125     {||}          10     {||}          Down 791     {||} 
 {||}             917     {||}             133     {||}          10     {||}          Down 784     {||} 
 {||}             918     {||}             137     {||}          10     {||}          Down 781     {||} 
 {||}             919     {||}             159     {||}          10     {||}          Down 760     {||} 
 {||}             920     {||}             160     {||}          10     {||}          Down 760     {||} 
 {||}             921     {||}             176     {||}          10     {||}          Down 745     {||} 
 {||}             922     {||}             183     {||}          10     {||}          Down 739     {||} 
 {||}             923     {||}             191     {||}          10     {||}          Down 732     {||} 
 {||}             924     {||}             197     {||}          10     {||}          Down 727     {||} 
 {||}             925     {||}             206     {||}          10     {||}          Down 719     {||} 
 {||}             926     {||}             220     {||}          10     {||}          Down 706     {||} 
 {||}             927     {||}             231     {||}          10     {||}          Down 696     {||} 
 {||}             928     {||}             233     {||}          10     {||}          Down 695     {||} 
 {||}             929     {||}             253     {||}          10     {||}          Down 676     {||} 
 {||}             930     {||}             254     {||}          10     {||}          Down 676     {||} 
 {||}             931     {||}             255     {||}          10     {||}          Down 676     {||} 
 {||}             932     {||}             271     {||}          10     {||}          Down 661     {||} 
 {||}             933     {||}             277     {||}          10     {||}          Down 656     {||} 
 {||}             934     {||}             278     {||}          10     {||}          Down 656     {||} 
 {||}             935     {||}             293     {||}          10     {||}          Down 642     {||} 
 {||}             936     {||}             308     {||}          10     {||}          Down 628     {||} 
 {||}             937     {||}             317     {||}          10     {||}          Down 620     {||} 
 {||}             938     {||}             325     {||}          10     {||}          Down 613     {||} 
 {||}             939     {||}             332     {||}          10     {||}          Down 607     {||} 
 {||}             940     {||}             347     {||}          10     {||}          Down 593     {||} 
 {||}             941     {||}             359     {||}          10     {||}          Down 582     {||} 
 {||}             942     {||}             363     {||}          10     {||}          Down 579     {||} 
 {||}             943     {||}             365     {||}          10     {||}          Down 578     {||} 
 {||}             944     {||}             373     {||}          10     {||}          Down 571     {||} 
 {||}             945     {||}             388     {||}          10     {||}          Down 557     {||} 
 {||}             946     {||}             400     {||}          10     {||}          Down 546     {||} 
 {||}             947     {||}             406     {||}          10     {||}          Down 541     {||} 
 {||}             948     {||}             408     {||}          10     {||}          Down 540     {||} 
 {||}             949     {||}             440     {||}          10     {||}          Down 509     {||} 
 {||}             950     {||}             486     {||}          10     {||}          Down 464     {||} 
 {||}             951     {||}             493     {||}          10     {||}          Down 458     {||} 
 {||}             952     {||}             511     {||}          10     {||}          Down 441     {||} 
 {||}             953     {||}             524     {||}          10     {||}          Down 429     {||} 
 {||}             954     {||}             525     {||}          10     {||}          Down 429     {||} 
 {||}             955     {||}             535     {||}          10     {||}          Down 420     {||} 
 {||}             956     {||}             560     {||}          10     {||}          Down 396     {||} 
 {||}             957     {||}             563     {||}          10     {||}          Down 394     {||} 
 {||}             958     {||}             568     {||}          10     {||}          Down 390     {||} 
 {||}             959     {||}             589     {||}          10     {||}          Down 370     {||} 
 {||}             960     {||}             592     {||}          10     {||}          Down 368     {||} 
 {||}             961     {||}             601     {||}          10     {||}          Down 360     {||} 
 {||}             962     {||}             605     {||}          10     {||}          Down 357     {||} 
 {||}             963     {||}             622     {||}          10     {||}          Down 341     {||} 
 {||}             964     {||}             634     {||}          10     {||}          Down 330     {||} 
 {||}             965     {||}             635     {||}          10     {||}          Down 330     {||} 
 {||}             966     {||}             652     {||}          10     {||}          Down 314     {||} 
 {||}             967     {||}             695     {||}          10     {||}          Down 272     {||} 
 {||}             968     {||}             701     {||}          10     {||}          Down 267     {||} 
 {||}             969     {||}             722     {||}          10     {||}          Down 247     {||} 
 {||}             970     {||}             729     {||}          10     {||}          Down 241     {||} 
 {||}             971     {||}             738     {||}          10     {||}          Down 233     {||} 
 {||}             972     {||}             740     {||}          10     {||}          Down 232     {||} 
 {||}             973     {||}             744     {||}          10     {||}          Down 229     {||} 
 {||}             974     {||}             753     {||}          10     {||}          Down 221     {||} 
 {||}             975     {||}             758     {||}          10     {||}          Down 217     {||} 
 {||}             976     {||}             759     {||}          10     {||}          Down 217     {||} 
 {||}             977     {||}             763     {||}          10     {||}          Down 214     {||} 
 {||}             978     {||}             766     {||}          10     {||}          Down 212     {||} 
 {||}             979     {||}             786     {||}          10     {||}          Down 193     {||} 
 {||}             980     {||}             796     {||}          10     {||}          Down 184     {||} 
 {||}             981     {||}             805     {||}          10     {||}          Down 176     {||} 
 {||}             982     {||}             806     {||}          10     {||}          Down 176     {||} 
 {||}             983     {||}             812     {||}          10     {||}          Down 171     {||} 
 {||}             984     {||}             821     {||}          10     {||}          Down 163     {||} 
 {||}             985     {||}             829     {||}          10     {||}          Down 156     {||} 
 {||}             986     {||}             836     {||}          10     {||}          Down 150     {||} 
 {||}             987     {||}             843     {||}          10     {||}          Down 144     {||} 
 {||}             988     {||}             862     {||}          10     {||}          Down 126     {||} 
 {||}             989     {||}             892     {||}          10     {||}          Down 97     {||} 
 {||}             990     {||}             897     {||}          10     {||}          Down 93     {||} 
 {||}             991     {||}             909     {||}          10     {||}          Down 82     {||} 
 {||}             992     {||}             924     {||}          10     {||}          Down 68     {||} 
 {||}             993     {||}             925     {||}          10     {||}          Down 68     {||} 
 {||}             994     {||}             926     {||}          10     {||}          Down 68     {||} 
 {||}             995     {||}             928     {||}          10     {||}          Down 67     {||} 
 {||}             996     {||}             933     {||}          10     {||}          Down 63     {||} 
 {||}             997     {||}             946     {||}          10     {||}          Down 51     {||} 
 {||}             998     {||}             952     {||}          10     {||}          Down 46     {||} 
 {||}             999     {||}             977     {||}          10     {||}          Down 22     {||} 
 {||}            1000     {||}             987     {||}          10     {||}          Down 13     {||} 
 {||} =================== {||} =================== {||} =============== {||} =================== {||} 



CALCULATED RESULTS
Total Positions Moved: 327812
Largest Move Forward: 887
Largest Move Backward: 895
Average Postion Change: 327.812
321.516
